startname,endname,length,line
公益西桥,新宫,2798,大兴线
新宫,公益西桥,2798,大兴线
新宫,西红门,5102,大兴线
西红门,新宫,5102,大兴线
西红门,高米店北,1810,大兴线
高米店北,西红门,1810,大兴线
高米店北,高米店南,1128,大兴线
高米店南,高米店北,1128,大兴线
高米店南,枣园,1096,大兴线
枣园,高米店南,1096,大兴线
枣园,清源路,1200,大兴线
清源路,枣园,1200,大兴线
清源路,黄村西大街,1214,大兴线
黄村西大街,清源路,1214,大兴线
黄村西大街,黄村火车站,987,大兴线
黄村火车站,黄村西大街,987,大兴线
黄村火车站,义和庄,2035,大兴线
义和庄,黄村火车站,2035,大兴线
义和庄,生物医药基地,2918,大兴线
生物医药基地,义和庄,2918,大兴线
生物医药基地,天宫院,1811,大兴线
天宫院,生物医药基地,1811,大兴线
